"last_date","week_n","gai.hits","gpt.hits","llm.hits","huggingface","langchain","llamaindex","openai","total_papers","AMZN","GOOGL","META","MSFT","NVDA"
2022-11-30,"2022_48",0.02,0.15,-0.02,0,0,0,0,0.333333333333333,0.00191591271953162,0.0457053617907339,0.135227063798492,0.0548475762118941,0.0665739394322564
2022-12-09,"2022_49",0,0.07,0.02,0,0,0,0,0.5,-0.0210965827930997,-0.0668476075593084,-0.0533366005064119,-0.0190744466800805,0.0235485425198747
2022-12-16,"2022_50",-0.01,-0.08,0,0,0,0,0,0,-0.0297073440088349,-0.0326867431143499,0.0411472408682767,-0.0309808612440192,-0.0549945804096068
2022-12-23,"2022_51",-0.01,-0.02,-0.01,0,0,0,0,1,0.00388601036269431,0.00893260967887843,0.0310971348707199,-0.00716020433799502,-0.0644387001477105
2022-12-31,"2022_52",0,0,0,0,0,0,0,-0.666666666666667,0.0115606936416184,0.00961208376244427,0.0296030116358659,0.0120671340556617,0.0349249079059224
2023-01-06,"2023_1",0.03,0.12,0.01,0,0,0,0,-0.75,0.00302959683057558,-0.0199730700179533,0.0423280423280425,-0.0611447302067575,0.0380153738644304
2023-01-13,"2023_2",0.02,0.09,0.01,0,0,0,0,10,0.123168498168498,0.0465803226539423,0.0580057156097937,0.0533291958506961,0.0813596210472411
2023-01-20,"2023_3",0.01,0.08,0.01,0,0,0,0,-0.636363636363636,0.0124934929724103,0.0737211085551537,0.0296247044917257,-0.00054457104557637,0.00774186256781206
2023-01-29,"2023_4",-0.12,0.12,0.03,0,0,0,0,1.75,0.0484003281378178,-0.00420883856097809,0.0591191456690165,0.022993276334357,0.0610862086938393
2023-02-05,"2023_5",0.17,0.08,0,0,0,0,0,0,0.0282446544007957,0.0808747678976687,0.268393852849177,0.0644211224955409,0.101122422344035
2023-02-12,"2023_6",-0.01,0,-0.02,0,0,0,0,0,-0.0447249951066746,-0.0809523809523811,-0.064011609158336,0.0246637650472492,0.00830092021629825
2023-02-19,"2023_7",0.03,-0.02,0.02,0,0,0,0,0.363636363636364,-0.023508137432188,-0.00274812387696866,-0.0365044864292482,-0.0464969571025681,-0.0183654729109275
2023-02-23,"2023_8",-0.02,-0.01,0.02,0,0,0,0,-0.733333333333333,-0.0114189046310001,-0.0289791916330756,-0.00982101348210151,-0.0136730394689772,0.127373111197211
2023-03-04,"2023_9",0.03,-0.01,-0.03,0,0,0,0,2.25,0.0121587030716723,0.0420607544230556,0.0926624985254219,0.0204745272792966,0.0165581236964201
2023-03-11,"2023_10",0.05,0.08,0.09,0,0,0,0,0.230769230769231,-0.0322133333333333,-0.0473036896877956,-0.0291508923742564,-0.0322555420885953,-0.0248449842860783
2023-03-19,"2023_11",0.04,0.13,0.08,0,0,0,0,0.125,0.0705398680082223,0.115355065305675,0.0813156440022111,0.100462761539374,0.120111488546294
2023-03-24,"2023_12",0.01,0,0.04,0,0,0,0,-0.166666666666667,0.00429843414184838,0.0416913653428177,0.0414539204286941,0.0306574190216189,0.0339447769839738
2023-04-02,"2023_13",0,0.02,0.09,0,0,0,0,0.333333333333333,0.0535495716034271,0.0123950810072224,0.0448629461644645,0.0431338348050438,0.0469727814220011
2023-04-09,"2023_14",0.02,0.01,-0.05,0.622098421541319,0.715079159656615,0.557640622000384,0.639472606666121,0,-0.00341763499658232,0.0389037945573016,0.0142206786502088,0.0152097902097903,-0.0331902718168814
2023-04-16,"2023_15",0.03,0.05,0.09,0.164281625643961,0.167428582208276,0.0178400862733015,0.176821001133175,0.25,0.00332778702163061,0.0228297632468997,0.031385331781141,-0.011244143675169,-0.0297744251831437
2023-04-23,"2023_16",-0.02,-0.03,-0.07,0.104473942969518,0.158040451374862,0.238511836289883,0.084714437132996,-0.2,0.0410745571345144,-0.00528451448523171,-0.0272777117792197,-0.0105369314230075,0.00433381486831852
2023-04-29,"2023_17",0.01,-0.07,0.04,0.0140218117071,0.130365216097044,0.222643169652678,0.0852548421575161,0.2,-0.00715563506261174,0.0129281872227989,0.129376380469007,0.0904619332763046,0.0261493508895216
2023-05-07,"2023_18",0.05,0.02,0.03,-0.124670763827919,0.000633682270063884,0.0148534644756306,0.436285079391897,0.333333333333333,0.0353748162665359,-0.0152052238805971,-0.0427666748910273,0.0166639276910436,-0.00795710084760426
2023-05-14,"2023_19",0.05,0.04,0.02,0.0835005015045136,0.155260755495974,0.128907712006304,-0.197812491706648,0.09375,0.041859586128697,0.0903776561195138,0.00231491404809869,0.00100868772980189,-0.0278254305908185
2023-05-21,"2023_20",-0.44,0.02,0.07,-0.00138856746123583,0.078740914236084,-0.0214625974977752,0.0525500245439694,0.314285714285714,0.0454136690647482,0.0536434640803365,0.0283848279326802,0.0309609580371921,0.0797982589470774
2023-05-28,"2023_21",0.8,-0.06,0.02,0.0901506373117034,0.151342165613503,0.0415128657786337,0.167376417909687,2.30434782608696,0.0443439700895574,-0.00351859256297482,0.055251288659794,0.0364742589703588,0.249246069939044
2023-06-04,"2023_22",0.2,-0.04,0.01,-0.0610119047619048,0.0242749054224465,-0.00893728491447943,0.170510346353234,-0.657894736842105,0.0212888377445339,0.00808603541683506,0.0384351668444309,0.0126471211158512,-0.0195491721524038
2023-06-11,"2023_23",-0.02,0.05,0.14,0.156214625311297,0.112191163714709,0.0969335751921914,-0.000159152512869021,0.25,-0.014924181963288,-0.0299976192365685,-0.0237296879030178,-0.0272350326641411,-0.0101368603819834
2023-06-18,"2023_24",-0.13,-0.09,-0.13,0.158018406109262,0.138802372913763,0.211619629582966,0.05933913835042,-0.230769230769231,-0.00853282768428532,-0.000889679715302516,0.036709094263051,0.0315868941567268,0.081283720458978
2023-06-25,"2023_25",-0.04,-0.08,0.06,-0.117179573892459,0.278720358416288,-0.0512003951490257,0.0831063270053303,-0.4,0.0282238829702657,-0.0061738424045491,0.0154749762599797,-0.00898203592814362,-0.036480686695279
2023-07-02,"2023_26",-0.08,0,-0.04,0.106301474813254,-0.00320132406625173,0.154670246869606,-0.112796668265336,-0.333333333333333,0.0237964344616353,0.0114923102923778,0.0305598448665925,0.0363209417218138,0.0411036451795515
2023-07-09,"2023_27",0.13,0.04,0.09,0.331890581717452,0.0932925455396294,0.129656874377106,-0.195463682769312,0.7,-0.00337889725080631,-0.00350291909924938,0.0157681281029298,-0.00228296963946861,0.00209856165998579
2023-07-16,"2023_28",-0.01,-0.06,-0.04,0.12036916677499,0.309426011854844,0.151052388354409,0.140868745259619,-0.117647058823529,0.0593880280028318,0.0770287677114641,0.0502210132607956,0.0404070908706551,0.0779571804538017
